Text,Label,OriginalLabel,PredictedLabel,Mean,Std,EditedStd
"마스크 별거 없다 생각하고 사실 얇은 마스크만 사용했고 큰 이슈가 없었는데 겨울들어서 추워지고, 가끔 미세먼지 나쁠때  이거 물건입니다.  꽉잡아줘서 찬바람이나 미세먼지 막는데 효과 탁월합니다...단 좀 오래 쓰고 있음 귀가 조금 아픈데...결국 귀가 아픈만큼 잘 막아준다고 보시면 됩니다 ㅋㅋ 귀가 하나도 아프지 않은 마스크는 봄이후에나 사용하려구요..",,1.0,1.0,"[-4.07328987121582, 5.431088924407959, -2.1828513145446777]","[0.16492712497711182, 0.12777748703956604, 0.18021716177463531]","[0.037149637937545776, 0.0, 0.052439674735069275]"
코로나 시작할때 써봐서 편한건 알았고 큰아들이 큰걸 좋아해서 쟁여두려고 샀습니다. 처음 박스 개봉시 낱개로 흩어져있어 열개씩 묶어주지..했더니안에 보니 묶었는데 풀린건더라구요..언제까지 써야할진 모르지만 좋은 마스크^^입니당~,,1.0,1.0,"[-3.5845086574554443, 4.661095142364502, -2.351036310195923]","[0.14982272684574127, 0.15189410746097565, 0.18025073409080505]","[0.0, 0.002071380615234375, 0.030428007245063782]"
"어떤분께서 이 마스크 번창하셔서 계속 만들어달라던 평을 읽었었는데요..저도 찐으로 같은 마음입니다.여러가지를 사용해 봤는데, 정말 이 마스크는 착용감좋아 귀도 아프지않고,말할때 자꾸 끄집어 올려야하지 않고,입김 따라 들락날락 안하고,안경에 김도 안 서리고,최최최고입니다.",,1.0,1.0,"[-2.674130439758301, 5.006772041320801, -3.4754083156585693]","[0.14218389987945557, 0.1475566029548645, 0.1678035855293274]","[0.0, 0.0053727030754089355, 0.025619685649871826]"
"기본 10자 이상 작성시 100P 즉시지급 이미지 등록시 100P 즉시 추가지급개당 상품 가격이 5,000원 이하 상품은 적립대상에서 제외되며,리뷰 포인트는 최초 1회 작성시에만 지급됩니다.같은 단어가 반복된 내용은 임의로 삭제되며, 지급된 포인트가 회수될 수 있습니다. 다른 고객님들에게 유용한 상품 리뷰를 작성해주세요.마스크 가격이  많이 내려갔네요가격에 부담이없는만큼 좋다고 보네요많이파세요",,1.0,1.0,"[-3.2186760902404785, 5.278830051422119, -3.2262041568756104]","[0.16385334730148315, 0.16622568666934967, 0.16507478058338165]","[0.0, 0.002372339367866516, 0.0012214332818984985]"
이백개 샀었는데 다 써서 추가로 똑같은 제품 또 구매합니다. 제가 얼굴이 진짜 큰 사람인데 이 마스크는 얼굴이 큰 사람에게도 잘 맞네요. 그래서 더욱 만족스럽습니다. 조만간 또 구매하러 오겠습니다. 좋은 제품 판매해주셔서 감사합니다.,,1.0,1.0,"[-3.7731781005859375, 5.497462749481201, -2.643735647201538]","[0.17243097722530365, 0.1503095179796219, 0.13890691101551056]","[0.03352406620979309, 0.011402606964111328, 0.0]"
처음엔 블랙 마스크 안에 하얀색 필터라 조금 화장품 묻을것도 걱정 되고 했는데~ 사용하다보니 오히려 안에 필터 소재가 착용감도 좋고~ 트러블도 없는거 같아서 좋아요~ 잘 사용중입니다! 다 쓰면 재구매 할게요~,,1.0,1.0,"[1.4777604341506958, 1.5554685592651367, -3.714803457260132]","[0.16965800523757935, 0.17449387907981873, 0.1602930873632431]","[0.009364917874336243, 0.014200791716575623, 0.0]"
코로나 오기 전 겨울에 봄 미세먼지가 두려워서 대량 구매해뒀는데 지금은 가격+품절 때문에 구매하지도 못하고 있네요. 이 때 사둔 걸로 버티는 중입니다. 코로나 얼른 사라졌으면ㅠㅠ,,1.0,1.0,"[-3.899529457092285, 4.0722150802612305, -1.5776915550231934]","[0.1517990380525589, 0.14337663352489471, 0.15162093937397003]","[0.008422404527664185, 0.0, 0.008244305849075317]"
"크린숨꺼 kf80,94 둘 다 써보고 흰색마스크만 써봣구, 이번에 블랙으로 많이 샀어요ㅎㅎ!!원단부드럽고 숨쉬기도 편하더라구요. 저렴한 마스크들도 많지만 써봤던.제품이 좋드라구요.많이파세요😊",,1.0,0.0,"[6.127136707305908, -3.384211540222168, -2.7491934299468994]","[0.16164866089820862, 0.13781103491783142, 0.14482124149799347]","[0.023837625980377197, 0.0, 0.007010206580162048]"
굉장히 만족해요 안쪽 면 부위에 보푸라기도 안 일어나고 클립도 들어있고 대단히 잘 만드신거 같습니다 수고하세요 ~ ^^,,1.0,1.0,"[-3.487560987472534, 5.544659614562988, -3.1426708698272705]","[0.14259541034698486, 0.15579411387443542, 0.1667999029159546]","[0.0, 0.013198703527450562, 0.024204492568969727]"
크기도 적당하고 계속 이 제품만 사용중인데~ 중간에 다른거 착용하면 확실히 이 제품이 좋은지 알겠더라구요~ 다 쓰면 재구매 할 예정 입니다~,,1.0,1.0,"[-2.9176876544952393, 5.424379348754883, -3.5638372898101807]","[0.1538918912410736, 0.1447543501853943, 0.15514616668224335]","[0.009137541055679321, 0.0, 0.01039181649684906]"
코로나19동안 정말 이것저것 다 착용해보았는데~퓨어텍큐큐크린숨 대박!! 만족입니다.모양도 예쁘고 크기도흡족하고 착용시편안함도 굿굿!!고맙습니다.,,1.0,1.0,"[-3.6325607299804688, 5.604913234710693, -3.0259788036346436]","[0.14723820984363556, 0.16088365018367767, 0.175348699092865]","[0.0, 0.013645440340042114, 0.02811048924922943]"
"이제 실외 마스크가 의무화가 아니지만, 항상 이용하는데 제품이 너무 편해서도 있는것같습니다 ㅎ 많이 파세요~~",,1.0,1.0,"[-3.5448381900787354, 5.658568859100342, -3.088472366333008]","[0.16478678584098816, 0.1415470540523529, 0.14852818846702576]","[0.023239731788635254, 0.0, 0.0069811344146728516]"
마스크 이거만 써요!!입 부분이 닿지 않아서 쾌적?해요!!사이즈가 커서 좋아요근데 이건 개별 포장이아니네요?!,,1.0,1.0,"[-3.9414174556732178, 5.435847282409668, -2.417917490005493]","[0.14999960362911224, 0.1521296352148056, 0.13976198434829712]","[0.010237619280815125, 0.012367650866508484, 0.0]"
다 아는 마스크 현재 너무 가격이 올라서 우한폐렴으로 어쩔수 없이 구매하였지만 1인당 10개 한정적으로 판매해주셔서 고맙습니다.!!,,1.0,1.0,"[-3.7967965602874756, 5.599668979644775, -2.88446044921875]","[0.14486120641231537, 0.14666332304477692, 0.1421126127243042]","[0.0027485936880111694, 0.004550710320472717, 0.0]"
94 마스크 찾다가 할인해서 대량 구매했어요. 사이즈도 적당하고 편하게 잘 맞네요. 잘 덮어줘서 좋아요. ,,1.0,1.0,"[-3.2637016773223877, 5.549317836761475, -3.3706045150756836]","[0.150678813457489, 0.15185531973838806, 0.16710181534290314]","[0.0, 0.0011765062808990479, 0.016423001885414124]"
"두꺼워서 코로나예방에 좋긴한데, 단점은 안에 약간의 보풀라기가 일어나네요.. 그외엔, 다 만족 합니다.",,1.0,1.0,"[-3.4396698474884033, 5.645702362060547, -3.251664400100708]","[0.13248656690120697, 0.12443727999925613, 0.1509895771741867]","[0.008049286901950836, 0.0, 0.026552297174930573]"
KF94라는거랑 필터도 좋고. 재질도 색상도 이뻐서 구입했는데 아이에게 커요 ㅠㅠ광대쪽 있는부분이 커서 들뜨네요.. 끈을 묶으면 넘 낑기고.. 안하면 들뜨고.. 사람 많이 없고 놀터갈때나.. 뭐 이럴때 사용하려고 합니다.,,1.0,1.0,"[-3.0023386478424072, 5.301677227020264, -3.5243542194366455]","[0.1710270643234253, 0.16480018198490143, 0.16683708131313324]","[0.006226882338523865, 0.0, 0.0020368993282318115]"
지난번에 어디서 받아왔는 데 애가 노란색이라서 좋아하는 줄 알고 처음으로 구매요.초 2 아이가 색때문이 아니라 너무 편해서 그랬다네요.다음에는 이 제품 흰 색을 사야 겠어요,,1.0,0.0,"[3.5206170082092285, 0.06799809634685516, -3.644002676010132]","[0.15105488896369934, 0.148202583193779, 0.17104019224643707]","[0.002852305769920349, 0.0, 0.02283760905265808]"
초1여아 사이즈 제대로 맞는게 없어서 종류별로 다 사봤는데 결과적으로 이걸로 정착합니다. 추가주문 30장 더 하려고 왔어요.컬러도 예쁘고 무엇보다 kf94라 좋아요.아이가 편하다고 합니다.,,1.0,1.0,"[1.2498432397842407, 1.2865475416183472, -3.6498425006866455]","[0.17241646349430084, 0.18066538870334625, 0.18402884900569916]","[0.0, 0.00824892520904541, 0.011612385511398315]"
아이가 너무 좋아하네요.오자마자 꺼내서 써 보더니 넘 맘에 든다고해요.집에 있는 흰색 마스크는 이제 다 어쩌나요ㅋ근데 10개씩 한꺼번에 들어있어요ㅠㅠ,,1.0,1.0,"[-4.22767972946167, 5.406038284301758, -2.195028781890869]","[0.14644743502140045, 0.1666710376739502, 0.15505053102970123]","[0.0, 0.020223602652549744, 0.008603096008300781]"
두번째 주문입니다 첫번째 200매 썼을때 회사 및 지인들이 마스크 선물을 해줘서 새어보니 대략여덞종류의 마스크를 받았더군요 하루에 하나씩 8종류의 마스크(새부리형.일반형.보급형 기타등등) 대략 열흘정도 사용해 보았습니다....결론은.. 다시 키젠 마스크로...숨쉬기도 편하구요 격한 운동이나 땀을 흘려도 새부리형중에 숨쉬기 제일 편하다고 느꼈습니다 다른거 대충 쓸려고 했는데 나도 모르게 자연스럽게 키젠 새부리형 마스크로 다시 주문했네요 ㅋㅋ 앞으로 다른 생각 안하고 바로바로 주문 넣을께요...많이 파시고요 200매 행사는 자주했으면 하네요 가격대비 성능 정말 좋구요 여름에 정말 시원합니다 써보시면 알아요 후회 안하실거에요 고민하시는분들 얼른얼른 주문 넣어주세요돈쭐 내줍시다^&^,,1.0,1.0,"[-3.359381675720215, 5.2738037109375, -3.0725903511047363]","[0.16489404439926147, 0.13443931937217712, 0.14850039780139923]","[0.03045472502708435, 0.0, 0.014061078429222107]"
일단 저번에 시켜보고선 신랑이라 너무좋아서 얼른다시시켜써요ㅎ요번엔 검정도100개시켜봤습니다~^^저는얼굴이큰편인데..요거대형 싸이즈가딱좋네요  귀아픈거전혀없고 병원서 근무할때 쓰고있는데 가격대비 상품도너무좋고 너무두껍지도 그렇다고 얇지도 딱적당한싸이즈입니당~같이일하는 선생님들한테도 한묶음씩줬어요 써보고들 좋으면 주문하신다고들하시네용♡항상 좋은삼품 좋은가격대   판매해주셔서 감사해용!!^^,,1.0,1.0,"[-2.60286021232605, 4.820099830627441, -3.5652081966400146]","[0.14192670583724976, 0.1764960139989853, 0.1484326422214508]","[0.0, 0.034569308161735535, 0.00650593638420105]"
"마스크 이것저것 사용하다가 정착했어요너무 좋아요두께도 적당하고 너무 두껍지도 얇지도 않아요.여름이 시작되었는데 숨쉬기도 편하구요.다른 마스크 사용하면 피부가 간지러울 정도로 예민한 피부인데이 마스크는 좋은게 피부가 간지럽지가 않더라구요.또, 마스크 하루종일 쓰면 마스크 보풀이 일어난다고 해야하나 그런 느낌이 있었는데 이 마스크는 그런게 없네요특유의 냄새도 없구요.잘 사용하고 있어서 다쓰고 신랑 아이디로 또 구매했어요좋은 제품 오래 팔아주세요 항상 구입해서 사용할게요^^",,1.0,1.0,"[-3.700730562210083, 5.495898246765137, -2.8105993270874023]","[0.16981421411037445, 0.14669540524482727, 0.15815553069114685]","[0.02311880886554718, 0.0, 0.01146012544631958]"
안경을 썼을때 김서림이 거의 없음오래쓰고있어도 답답함이 크게 안 느껴짐 땀이 날때도 마스크내의 습도가 심하지않음. 안감의 매트한 느낌이 좋음.Kf 94이지만 여름 습도 온도가 오를수록 가볍고 숨쉬기편한 장점을 느낄수있는 제품.나눔 인기좋음.블랙올화이트도 좋지만 컬러풀색깔은 언제쯤 나올까요?,,1.0,1.0,"[-2.2338008880615234, 4.662295341491699, -3.627983331680298]","[0.1431446373462677, 0.1470581442117691, 0.1343427151441574]","[0.00880192220211029, 0.012715429067611694, 0.0]"
새부리마스크중 네이버 최저가라서 사고같은시기에 통신사 핫딜이 같은가격이라 그것도 삿는데 진짜 품질차이가 확연히 나서 이거만 쓰고 통신사에서 산거는 처박아둠제품 마무리 퀄리티 코에 닿는 재질 이런게키젠 제품이 월등히 우수함..네이버에서 새부리 여러개사서 비교해보심 알듯테두리 마감한 상태보면 답나옴 강추!,,1.0,1.0,"[-3.0030834674835205, 5.284660816192627, -3.456874132156372]","[0.12929819524288177, 0.16728104650974274, 0.1474810093641281]","[0.0, 0.03798285126686096, 0.018182814121246338]"
사이즈가 크게 나왔어요 얼굴크기는 보통이고 귀걸이 줄 길이가 길게나와 귀가 하나도 안아프네요 얼굴 작으신분들은 참고하시면 될듯해요 얇아서 숨쉬기가 편한데 항상 두꺼운마스크 쓰다보니 뭔가 적응이 안돼네요 ㅎㅎ 그래도 보호 잘되는 kf94라고하니 믿고 써보겠습니다~,,1.0,1.0,"[-1.6804652214050293, 4.566954135894775, -4.239528179168701]","[0.1640191525220871, 0.16778701543807983, 0.15532703697681427]","[0.008692115545272827, 0.012459978461265564, 0.0]"
가격은 저렴하네요.기존 사용하던 제품은 가격이 비싸긴한데 편하거든요.사실 이건 그것보다는 좀 덜 편해요.얇아서 숨을 쉬면 들쑥날쑥 합니다.그리고 제가  얼굴이 좀 커서 그런가 전 살짝 귀가 아파지네요.그래도 하루에 두개씩은 써야되서 저렴하게 94마스크 쓸 수 있어서 좋습니다.,,1.0,1.0,"[-3.7047371864318848, 5.414816856384277, -2.7661917209625244]","[0.16800713539123535, 0.15517471730709076, 0.158095583319664]","[0.012832418084144592, 0.0, 0.002920866012573242]"
귀에 너무 끼지도 않고 너무 크지도 않아서 착용감이 편해요그런데 제가 기존에 쓰던 타사 마스크에 비해서 좀 흐느적? 거리는 느낌이 있어요 쓴 상태로 누르면 힘 없이 푹 들어가서 안돌아오네욤(사진에도 보면 푹 들어가져있음) 그래도 가격이 엄청 저렴하고 개별포장이니까 쓸 만해요,,1.0,1.0,"[-3.095684766769409, 5.265413761138916, -3.355206251144409]","[0.14924052357673645, 0.14358149468898773, 0.15032991766929626]","[0.005659028887748718, 0.0, 0.006748422980308533]"
주문하고 하루만에 받았어요. 빠른 배송 감동입니다. 제품은 더 맘에 들어요. 우선 마스크가 국산 제작이고 식약처 인증 제품이라 믿음이 갑니다. 포장도 고급스럽네요. 게다가 개별 포장이라 너무 만족합니다. 마스크 끈이 약간 납작한걸로 보아 귀도 편안할 듯 합니다. 국산 제작인데 가격도 착하네요. 다음에 또 구매할께요. 많이 파세요~,,1.0,1.0,"[-2.8646364212036133, 5.279233932495117, -3.5203943252563477]","[0.14227858185768127, 0.1363055258989334, 0.16147218644618988]","[0.005973055958747864, 0.0, 0.02516666054725647]"
얼굴이 큰 저에게 아주만족스러운 마스크입니다. 코로나가 심해져서 kf94는 필요한데 기존에는 편안하지않아서 일반마스크를 써서 이제 어떻게하나하던무렵 그냥 사보았는데 완전 좋아서 주변에도 좋다고 자랑하고 있습니다. 많이 파시고 번창하세요^^,,1.0,1.0,"[-3.1885952949523926, 5.298438549041748, -3.148728132247925]","[0.14184705913066864, 0.15903064608573914, 0.14084459841251373]","[0.0010024607181549072, 0.018186047673225403, 0.0]"
전에도 구매 해서 다시 구매 해봤어요~ 확실히 전보다 재질이 조금 얇아 지긴 했네요~~ ^^; kf94 매스크도 다른 제품 보다 얇은 느낌 이구요. 그래도 가격 생각 하면 나쁘지 않은거 같아요~ 전보다 재질이 얇아 진건 아쉽지만 그래도 나쁘지 않네요~,,1.0,1.0,"[-3.0881073474884033, 5.145836353302002, -3.1155970096588135]","[0.17230990529060364, 0.16700497269630432, 0.17546820640563965]","[0.005304932594299316, 0.0, 0.008463233709335327]"
솔직히 너무 좋습니다 그냥 마스크겠거니 했는데 크기도 딱좋고 포장 박스부터 신뢰가가고 편하게 되어있는데 가격도 싸고 귀도 안아프네요 하루종일 해도 . 재구매 예정입니다 물량 비축해놓으세요,,1.0,0.0,"[1.4057741165161133, 1.217689871788025, -3.624772310256958]","[0.16527940332889557, 0.17373570799827576, 0.16649506986141205]","[0.0, 0.008456304669380188, 0.0012156665325164795]"
약국에서 개당 1500원에 사서 썼었는데 대형에 줄도 길어서 일하는 내내 껴도 귀도 안아프고 너무 좋아서 인터넷 칮아보니 싼값에 있길래 샀습니다 . 역시 좋네요 마스크 두께도 다른 마스크에 비해 두꺼워서 좋아요,,1.0,0.0,"[1.5138438940048218, 1.4443845748901367, -3.867097854614258]","[0.1820792257785797, 0.16246503591537476, 0.1609906703233719]","[0.021088555455207825, 0.0014743655920028687, 0.0]"
상품평에보면 다들 추천해줘서 샀다했는데 받고 써보니 저도 여기저기 추천하게 되네요. 일하는 내내 귀도 안아프고 마스트 안쪽 비닐 느낌일까봐 걱정했는데 그것도 아니고 턱도 따갑지 않아요. 이제는 이 마스크로 정착!!,,1.0,1.0,"[-3.8119473457336426, 5.041475772857666, -2.4809951782226562]","[0.15767443180084229, 0.15731512010097504, 0.16286446154117584]","[0.00035931169986724854, 0.0, 0.005549341440200806]"
와~~이거 가성비 아주 굿이여요..제가 써본 kf94는 좀 답답하곤 했는데 이건 편하고 귀 하나도 안 아프고 냄새도 안나고..넘넘 좋네요..재 구매 할거예요.전,,1.0,1.0,"[-3.550196647644043, 5.0768513679504395, -2.698152542114258]","[0.18360424041748047, 0.14204594492912292, 0.1716831922531128]","[0.041558295488357544, 0.0, 0.029637247323989868]"
매번 시키는 제품인데 믿고 주문합니다저번에 시킨 kf-ab식약처인증 데일리제품중1통은 코부분 철사가 다빠져 불량이었는데그냥 썼어요 검수 꼼꼼히 하셔야 될듯~,,1.0,0.0,"[5.66171407699585, -2.3447115421295166, -3.358963966369629]","[0.17351490259170532, 0.157554492354393, 0.1805238425731659]","[0.015960410237312317, 0.0, 0.022969350218772888]"
체고~ 브랜드 이제껏 네다섯개 썻던 것같은데 귀 편한 것과 냄새 역하지 않은 것 두가지 모두 만족스러운 마스크예요 부모님도 이거 사드리려구요 진심 만족도 100%,,1.0,1.0,"[-4.092609882354736, 5.231052398681641, -2.3127334117889404]","[0.14783740043640137, 0.16631026566028595, 0.16009949147701263]","[0.0, 0.018472865223884583, 0.012262091040611267]"
보통 여성 얼굴 착용시 사이즈가 크긴하지만ㅠㅠ 여름용으로 여유있게 쓰기에 좋아요. 얇은 원단이고 귀끈 길이 길어서 한번 꼬아서 착용하면 적당히 핏됩니다~~,,1.0,0.0,"[5.704389572143555, -2.1258656978607178, -3.5246529579162598]","[0.15682418644428253, 0.15389060974121094, 0.15827074646949768]","[0.0029335767030715942, 0.0, 0.004380136728286743]"
예전부터 에이큐브샵마스크만 이용해요 질도 좋고 줄도 튼튼하구요 덴탈이랑 kf컬러별로 구입해서 쓰는데 kf대형 얼굴작은 성인한테는 많이 커요 자꾸 눈찌름,,1.0,1.0,"[-2.789241075515747, 5.163328647613525, -3.4211182594299316]","[0.1577644646167755, 0.16268353164196014, 0.15019530057907104]","[0.007569164037704468, 0.012488231062889099, 0.0]"
애트머스케어 마스크 애용자입니다. 아직 제품을 개봉해서 사용해보지는 않았지만 포장만 보면 예전에 썼던 거랑 똑같네요. 빠른 배송 감사드립니다.,,1.0,1.0,"[-3.399503231048584, 5.511703014373779, -3.208798885345459]","[0.12676182389259338, 0.1408890187740326, 0.1738668531179428]","[0.0, 0.014127194881439209, 0.047105029225349426]"
어지간하면 리뷰 안 남기는 편인데! 너무 마음에 드네요 이제 애들꺼 주문하려구요~ 물량 남았을 때 미리 사는게 좋을 듯 ㅎ,,1.0,1.0,"[1.4529447555541992, 2.4655847549438477, -4.6676459312438965]","[0.10740284621715546, 0.08938580751419067, 0.12531735002994537]","[0.018017038702964783, 0.0, 0.0359315425157547]"
**드디어 찾았어요!!**아이얼굴에 딱 맞는 마스크를 찾느라 이것저것 여러   종류를 써 보았습니다**그러다 알게된 천사마스크♡**요즘은 마스크도 패션시대라 조금 더 특별해 보여서    눈길이 갔습니다**6살 얼굴이 좀 작은편이라 걱정반 설렘반으로 착용    했는데 어머나!!  사이즈 너무 잘 맞네요~~~**코 지지대 한번 눌러주니 더 편하게 맞네요**전체적으로 얼굴과 턱부분을 잘 감싸주어 안정감있    습니다**휴대하기도 간편하고 국내제작이라 믿음이 가요~**아이와함께 귀끈 당겨봤는데요~ 와~~  탄성이 어마어마하게 좋네요~ **아이가 또 혼자 몇번을 당겨봤는데도   그상태 그대로 유지되네요~**일반 비말 마스크는 아직 마음이  놓이지 않기에 선    택한 kf마스크인데요 **생각보다 가볍고 아이에게 물어보니 원에서 오래 착   용하는데도 숨쉬기 편하다고 하네요^^**천사마스크  하고 가는 날에는 친구들에게 인기폭발   이랍니다~~**선물용으로도 적극추천해요~~**앞으로 꾸준히 구매하게 될것 같아요♡,,1.0,1.0,"[-4.100186347961426, 5.430797576904297, -2.344622850418091]","[0.17185315489768982, 0.15746264159679413, 0.14380505681037903]","[0.02804809808731079, 0.0136575847864151, 0.0]"
**드디어 찾았어요!!**아이얼굴에 딱 맞는 마스크를 찾느라 이것저것 여러   종류를 써 보았습니다**그러다 알게된 천사마스크♡**요즘은 마스크도 패션시대라 조금 더 특별해 보여서    눈길이 갔습니다**6살 얼굴이 좀 작은편이라 걱정반 설렘반으로 착용    했는데 어머나!!  사이즈 너무 잘 맞네요~~~**코 지지대 한번 눌러주니 더 편하게 맞네요**전체적으로 얼굴과 턱부분을 잘 감싸주어 안정감있    습니다**휴대하기도 간편하고 국내제작이라 믿음이 가요~**아이와함께 귀끈 당겨봤는데요~ 와~~  탄성이 어마어마하게 좋네요~ **아이가 또 혼자 몇번을 당겨봤는데도   그상태 그대로 유지되네요~**코로나가 다시 급증하고 있기도 하고 kf마스크를 써     야  안심이 되기에 선택한 천사마스크~**생각보다 가볍고 아이에게 물어보니 원에서 오래 착   용하는데도 숨쉬기 편하다고 하네요^^**천사마스크  하고 가는 날에는 친구들에게 인기폭발   이랍니다~~**선물용으로도 적극추천해요~~**앞으로 꾸준히 구매하게 될것 같아요♡,,1.0,1.0,"[-4.1800642013549805, 5.350409030914307, -2.270174264907837]","[0.16458244621753693, 0.16949883103370667, 0.14470545947551727]","[0.019876986742019653, 0.024793371558189392, 0.0]"
"700일 된 남아 사용했는데너무 사랑스럽고 크기도 너무 클까봐 걱정했는데 헐렁하거나 그렇지 않고 잘 맞습니다.타업체마스크 소형은 너무 커서 귀끈을 묶어도 얼굴에 닿는부분이 많이 뜨고 특히코쪽으로 많이남아서 실패를 많이 봤는데..이 마스크는 코쪽이 잘 접어져서들뜸없이 얼굴에 잘 밀착됩니다~우리 아이가 쓸 마스크라더욱 깐깐하게 고르게 되는데디자인도 착용감도 예뻐서 대 만족입니다.귀끈도 귀에 걸었을때 일반 끈보다 편안한 착용감을 더해주네요.또한 손으로 잡아당겨도 쉽게 끊어지지 않고 튼실하네요.나만의 개성도 살릴수 있고, 온 가족 마스크로 합격입니다. 너무 예뻐요😍👍",,1.0,1.0,"[-3.8210859298706055, 5.48837947845459, -2.662013530731201]","[0.15042130649089813, 0.1562998741865158, 0.13780386745929718]","[0.012617439031600952, 0.018496006727218628, 0.0]"
솔직한 후기 입니다 ~. 3살 아기 어린이집 다니면서 부터 가장 편안하게 사용하고 있는 마스크 입니다 ^^마스크를 여기저기 많이 구매해서 사용해 봤지만 조금만 불편해도 절대 사용안하려고 하는 아이 입니다 ~어린이집에서 오랜 시간 착용해야 되는 마스크라꼭  숨쉬기도 편하고 귀도 아프지 않은 마스크로 해주고 싶네요 ~~ 더운 여름 아이가 더욱 편안하게 사용했으면 좋겠네요 ^^,,1.0,1.0,"[-3.865767240524292, 5.467827320098877, -2.584879159927368]","[0.13091729581356049, 0.13445048034191132, 0.15617281198501587]","[0.0, 0.00353318452835083, 0.025255516171455383]"
귀여운 천사마스크 유아용^^5살 귀여운 우리 조카가 쓰려고 샀어요조카가 쓸건데 아무거나 사줄수 없죠^^KF94 마스크이구요 국내제조생산 제품입니다여름이라 가벼운 비말마스크랑 좀 고민했지만어린이집에서 단체생활 하는데 KF94가 좋죠!!여자아이라 핑크색 선택했는데 역시나 귀엽고너무 잘 어울립니다^^,,1.0,1.0,"[-2.7444956302642822, 5.023088455200195, -3.6426918506622314]","[0.17217305302619934, 0.16144956648349762, 0.15901029109954834]","[0.013162761926651001, 0.00243927538394928, 0.0]"
"너무너무 깜찍하고 예뻐요👍👍마스크가 다 같은 마스크가 아니네요😍사이즈랑 모양, 어느것 하나 흠잡을수없이 너무 훌륭합니다~ 우선 소량으로판매하니 실패없이 부담없이 구매할수있으니 완전 만족합니다. 앞으로는 대량구매로왕창 사야겠어요. 이름처럼 너무 예쁜 천사마스크 완전 강추 합니다👍👍",,1.0,0.0,"[5.861365795135498, -2.664182424545288, -3.217285394668579]","[0.17206037044525146, 0.14066193997859955, 0.17610430717468262]","[0.031398430466651917, 0.0, 0.03544236719608307]"
맨날 동생이랑 마스크땜에 외출전에 한바탕 싸우는데 이 마스크 사준이후로 마스크때문에 한번도 싸워본적이 없어요 진짜 너무 감사합니다 외출할때 너무 편하게 외출하고 이더운날 마스크땜에 진빠지지도않고 동생이랑도 안싸우고 이제 여기 이제품에만 정착하려구요,,1.0,1.0,"[-3.080142021179199, 5.225390434265137, -3.224891424179077]","[0.15237194299697876, 0.16719718277454376, 0.17291824519634247]","[0.0, 0.014825239777565002, 0.02054630219936371]"
4살 남아인데 코부분이 약간 크긴한데고정지지대가 있어서 눌러주면 괜찮아요kf94라도 가볍고 숨쉬기편하고귀끈도 아프지않아서 애기 씌워도불안하지않고 좋아요:)저번에 색별로사서 다쓰구재주문이랍니다~,,1.0,1.0,"[1.1403217315673828, 1.184313178062439, -3.448457717895508]","[0.16704121232032776, 0.15902963280677795, 0.1702151745557785]","[0.008011579513549805, 0.0, 0.01118554174900055]"
써본 마스크중에 최고! 이 마스크 알고나선 다른건 못쓰는중이에요! 오래써도 귀아픔 전혀 없는데 고무줄? 귀에거는게 늘어나거나 하지 않아서 좋아요! 얼굴에 착붙! 근데 숨쉬기는 편해서 너무 좋은것 같아요! 냄새도 안나요!그리고 앞전에 쓰던 마스크는 트러블이 많이올라 왔어요! 처음엔 그냥 피부가 안좋아진줄 알았는데 이거로 바꾸고는 트러블도 안나더라구요!  친구들하고 각자 마스크 교환해서 써보고 하는데 다들 이걸로 바꾸더라구요! 그만큼 좋음!! 완전추천해요~,,1.0,1.0,"[-3.187640428543091, 5.272294521331787, -3.2559587955474854]","[0.15188662707805634, 0.16028925776481628, 0.17294128239154816]","[0.0, 0.008402630686759949, 0.02105465531349182]"
다나마스크는 새부리형 찾다가 우연히 발견한 마스크에요~ 저렴한 가격과 넉넉한사이즈로 혹여 실패할까 두려운 마음으로 불안해 하면서 첫 구매를 했었네요 ㅎㅎ하지만 이렇게 또 재구매에 재구매로 이어졌네요^^기존 타 마스크 사용시엔 마스크를 사용한 얼굴에 습기가 많이 차고 그로 인해 안면부 건조와 트러블이 굉장히 심했었어요~촉촉하다는 앰플스틱에 화장이 뜰 정도로 여러가지 크림도 발라보고 했었지만 두껍고 통풍이 잘 안되는 바람에 아무 소용없더라구요 ㅠㅠ 또 다른 트러블을 낳을뿐 ㅠㅠ 다른마스크 찾고 찾다가 다나마스크를 발견!!그런데 다나마스크 에어 사용후 건조함도 굉장히 줄어들고 크기도 큼직해서 너무 편안히 잘 사용하고 있어요~ㅎㅎ남편도 편안하게 잘 사용중이고 아이들까지 모두 다나마스크 에어 사용중이랍니다!!얇고 가볍고 가격적인 면에서도 만족하면서 사용하고 있어요~ 앞으로도 쭈욱 다나마스크 애용 할 것 같아요♡또 구매하러 올게요~~감사합니다^^,,1.0,1.0,"[-2.4018468856811523, 4.815303325653076, -3.83365535736084]","[0.1614399552345276, 0.14344626665115356, 0.1596868634223938]","[0.017993688583374023, 0.0, 0.016240596771240234]"
